stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Code\C\final\cat-small-fight\SourceCode\allegro5.cfg r
font     D                ttf.c:243  alloc_glyph_region               [  16.46612] Glyph 27: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [  16.46623] Locking glyph region: 0000000002c2c0e0 200 0 16 20
font     D                ttf.c:167  unlock_current_page              [  16.46628] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  16.46700] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  16.46704] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  18.50174] Glyph 28: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [  18.50179] Locking glyph region: 0000000002c2c0e0 216 0 16 20
font     D                ttf.c:167  unlock_current_page              [  18.50182] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  18.50259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  18.50268] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.13261] opening ./assets/image/monster/CaveMan/RIGHT_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.13305] opening ./assets/image/monster/CaveMan/RIGHT_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13323] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13326] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13327] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13328] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13329] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13330] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13331] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13332] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.13333] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  24.13334] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  24.13335] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  24.13336] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  24.13337] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  24.13361] added dtor for bitmap 0000000002c93560, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  24.13510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  24.13516] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.48243] opening ./assets/image/monster/CaveMan/RIGHT_2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.48263] opening ./assets/image/monster/CaveMan/RIGHT_2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48270] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48272] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48273] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48274] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48275] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48276] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48277] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48278] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.48279] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  24.48280] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  24.48282] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  24.48285] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  24.48287] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  24.48314] added dtor for bitmap 0000000002c93a70, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  24.48431] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  24.48437] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.83248] opening ./assets/image/monster/CaveMan/RIGHT_3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  24.83291] opening ./assets/image/monster/CaveMan/RIGHT_3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83306] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83309] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83311] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83314] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83317] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83319] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83321] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83323] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  24.83325] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  24.83328] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  24.83330] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  24.83332] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  24.83335] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  24.83364] added dtor for bitmap 0000000002c933b0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  24.83510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  24.83516] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  26.69915] opening ./assets/image/monster/CaveMan/RIGHT_0.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [  26.69960] opening ./assets/image/monster/CaveMan/RIGHT_0.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69984] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69993] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69996] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.69999] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.70002] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  26.70005] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  26.70008] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  26.70011] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  26.70015] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  26.70017] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  26.70038] added dtor for bitmap 0000000002c93c20, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  26.70213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  26.70220] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  27.23567] destroying display 00000000013fb070 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24074] converting display bitmap 0000000002c93c20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24082] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24086] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24087] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24121] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24171] converting display bitmap 0000000002c933b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24176] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24180] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24230] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24279] converting display bitmap 0000000002c93a70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24287] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24291] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24347] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24386] converting display bitmap 0000000002c93560 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24391] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24395] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24433] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24453] converting display bitmap 0000000002c938c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24456] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24459] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24460] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24485] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24507] converting display bitmap 0000000002c94130 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24510] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24512] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24513] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24543] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24565] converting display bitmap 0000000002c93710 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24569] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24572] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24599] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24621] converting display bitmap 0000000002c9ed70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24625] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24628] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24629] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24656] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24679] converting display bitmap 0000000002c2c0e0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24683] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24686] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24687] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24725] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24755] converting display bitmap 0000000002c2bf30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24758] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24762] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24789] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.24813] converting display bitmap 0000000002c1f3d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.24818] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.24820] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.24822] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.24987] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25092] converting display bitmap 0000000002c1f790 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25106] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25111] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25113] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25169] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25200] converting display bitmap 0000000002c27df0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25204] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25207] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25208] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25237] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25254] converting display bitmap 0000000002c25520 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25258] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25262] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25284] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25301] converting display bitmap 0000000002c22c50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25303] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25305] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25307] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25329] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25348] converting display bitmap 0000000002c20380 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25351] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25353] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25354] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25375] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25393] converting display bitmap 0000000002c1ff80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25395] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25398] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25417] removed dtor for bitmap 0000000002c93dd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  27.25434] converting display bitmap 0000000002be0e00 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  27.25438] added dtor for bitmap 0000000002c93dd0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  27.25441] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  27.25442] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.25508] removed dtor for bitmap 0000000002c93dd0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  27.25556] waiting for display 00000000013fb070's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  27.27279] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  27.27286] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  27.28541] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28664] removed dtor for timer 0000000002bdab30
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28673] removed dtor for queue 0000000002bdce10
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28675] removed dtor for ttf_font 0000000002be0640
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28681] removed dtor for ttf_font 0000000002be0be0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28685] removed dtor for ttf_font 0000000002be0af0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28689] removed dtor for ttf_font 0000000002be0910
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28696] removed dtor for ttf_font 0000000002be0cd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28708] removed dtor for ttf_font 0000000002c13500
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28713] removed dtor for bitmap 0000000002c1f3d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28751] removed dtor for bitmap 0000000002be0e00
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28773] removed dtor for bitmap 0000000002c1ff80
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28778] removed dtor for bitmap 0000000002c93c20
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28784] removed dtor for bitmap 0000000002c93560
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28789] removed dtor for bitmap 0000000002c93a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28792] removed dtor for bitmap 0000000002c933b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28798] removed dtor for bitmap 0000000002c938c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28801] removed dtor for bitmap 0000000002c2bf30
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28803] removed dtor for bitmap 0000000002c9ed70
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28805] removed dtor for bitmap 0000000002c93710
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28807] removed dtor for bitmap 0000000002c94130
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28809] removed dtor for bitmap 0000000002c20380
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28811] removed dtor for bitmap 0000000002c22c50
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28816] removed dtor for bitmap 0000000002c25520
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28817] removed dtor for bitmap 0000000002c27df0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28819] removed dtor for bitmap 0000000002c1f790
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28823] removed dtor for sample 0000000002c13a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28985] removed dtor for sample_instance 0000000002bed610
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28995] removed dtor for sample 0000000002c135c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.28999] removed dtor for sample_instance 0000000002bddba0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29001] removed dtor for sample_instance 0000000002bdfcd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29003] removed dtor for sample_instance 0000000002bdfdf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29004] removed dtor for sample_instance 0000000002bdd8b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29005] removed dtor for sample_instance 0000000002bdd9d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29008] removed dtor for sample_instance 0000000002bdff10
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29009] removed dtor for sample_instance 0000000002be0030
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29013] removed dtor for sample_instance 0000000002be0150
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29015] removed dtor for sample_instance 0000000002be0380
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29017] removed dtor for sample_instance 0000000002be04a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29020] removed dtor for sample_instance 0000000002bed020
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29023] removed dtor for sample_instance 0000000002bed140
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29025] removed dtor for sample_instance 0000000002bed260
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29026] removed dtor for sample_instance 0000000002bed970
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29027] removed dtor for sample_instance 0000000002bed730
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29034] removed dtor for sample_instance 0000000002bed4f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29041] removed dtor for mixer 0000000002bdcee0
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  27.29043] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  27.29044] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  27.29610] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  27.29617] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  27.29619] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  27.29621] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  27.29623] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  27.29628] removed dtor for voice 0000000002bdd560
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  27.29631] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  27.29633] Deallocated voice
audio-dsound D           dsound.cpp:296  _dsound_close                    [  27.29635] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  27.30170] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  27.30179] DirectSound closed
